<TIMESTAMP>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1483497000,1045.9,1046.5,1045.87,1046.5,450.81650895
1483497060,1046.49,1046.52,1045.45,1045.45,17020.023696
1483497120,1045.48,1045.95,1045.47,1045.95,12082.082678
1483497180,1045.9,1045.92,1045.9,1045.92,1627.2592308
1483497240,1045.92,1045.92,1045.92,1045.92,2818.49292
1483497300,1045.91,1045.91,1045.45,1045.86,7967.745961399999
1483497360,1045.53,1045.53,1044.52,1044.52,3913.5470354999998
1483497420,1044.88,1044.88,1043.0,1043.57,12176.628757999999
1483497480,1043.58,1043.58,1041.58,1041.7,8961.4686766
1483497540,1042.1,1042.1,1040.76,1040.76,19077.566241
1483497600,1040.86,1040.99,1040.76,1040.99,4416.338744899999
1483497660,1040.98,1040.99,1040.01,1040.99,31339.211219
1483497720,1040.92,1040.92,1040.54,1040.54,31222.770405000003
1483497780,1040.54,1040.54,1040.03,1040.03,31208.858602999997
1483497840,1040.6,1041.27,1040.03,1041.27,12102.181478
1483497900,1040.13,1041.13,1039.41,1041.13,15928.591559999999
1483497960,1041.13,1041.32,1040.01,1040.01,9194.740484299999
1483498020,1041.4,1042.43,1041.4,1042.42,25119.07057
1483498080,1042.3,1042.3,1042.23,1042.23,816.2552545
1483498140,1042.22,1042.22,1042.22,1042.22,1826.6156164000001
1483498200,1042.21,1042.22,1041.52,1041.52,11820.251373000001
1483498260,1041.52,1042.0,1040.45,1042.0,1918.5003491999998
1483498320,1041.93,1041.96,1041.84,1041.84,3167.3254888
1483498380,1041.51,1041.51,1041.5,1041.51,7364.715000900001
1483498440,1041.51,1041.51,1041.51,1041.51,5816.7604443
1483498500,1041.51,1041.51,1041.51,1041.51,1803.2495838
1483498560,1041.51,1041.51,1041.51,1041.51,4694.109951699999
1483498620,1041.5,1041.5,1040.14,1040.25,1972.9112832000003
1483498680,1040.25,1041.54,1040.25,1040.78,19543.319073
1483498740,1040.42,1041.57,1040.0,1041.57,15028.094991
1483498800,1041.4,1041.4,1041.31,1041.31,2534.0642322
1483498860,1041.39,1042.76,1041.39,1042.76,9703.3386718
1483498920,1042.87,1042.87,1042.68,1042.75,5020.544699399999
1483498980,1043.0,1043.21,1043.0,1043.08,6027.843115600001
1483499040,1043.14,1043.25,1041.19,1043.24,28886.581647000003
1483499100,1042.98,1043.25,1042.98,1043.25,7979.982667899999
1483499160,1043.25,1043.25,1043.24,1043.25,3096.1954507
1483499220,1043.25,1044.65,1043.25,1044.65,4642.1032658
1483499280,1044.51,1044.51,1044.51,1044.51,558.4263812999999
1483499340,1044.51,1044.98,1044.51,1044.97,10334.42521
1483499400,1044.92,1044.92,1044.92,1044.92,2400.7768444000003
1483499460,1044.91,1044.92,1044.91,1044.91,11503.231265999999
1483499520,1044.92,1044.92,1044.91,1044.91,1410.4859335
1483499580,1044.91,1044.91,1044.9,1044.9,2865.2890942
1483499640,1044.91,1045.42,1044.58,1044.58,5328.7730651
1483499700,1045.3,1045.34,1045.3,1045.34,1496.9411672
1483499760,1045.34,1045.37,1045.34,1045.37,11821.412798000001
1483499820,1045.39,1045.77,1045.39,1045.53,9393.401707100002
1483499880,1045.75,1045.75,1045.75,1045.75,3786.0646725
1483499940,1045.74,1045.86,1045.74,1045.86,17944.876439
1483500000,1045.76,1045.77,1045.76,1045.77,2975.9104034
1483500060,1045.77,1045.8,1045.77,1045.79,3199.4314239
1483500120,1045.8,1045.8,1045.79,1045.79,4489.5112383999995
1483500180,1045.8,1045.9,1045.8,1045.87,3418.7330806
1483500240,1045.87,1045.89,1045.87,1045.88,3239.0445173
1483500300,1045.87,1045.89,1045.87,1045.88,1081.6266146
1483500360,1045.88,1045.89,1045.86,1045.89,1999.5787226
1483500420,1045.89,1046.26,1045.89,1046.2,13719.673928
1483500480,1046.2,1046.25,1046.19,1046.25,9750.3287823
1483500540,1046.22,1046.42,1046.22,1046.39,14282.087838999998
1483500600,1046.39,1046.95,1046.39,1046.46,17630.577587
1483500660,1046.67,1047.1,1046.62,1046.62,34518.757641000004
1483500720,1046.91,1047.4,1046.75,1047.4,33632.810368
1483500780,1047.28,1047.4,1047.23,1047.39,31920.100644
1483500840,1047.35,1047.4,1047.35,1047.39,32407.817598
1483500900,1047.39,1047.6,1047.39,1047.51,25063.565841
1483500960,1047.6,1047.6,1047.59,1047.59,4306.550662
1483501020,1047.59,1047.6,1047.59,1047.59,22259.328757
1483501080,1047.58,1047.58,1046.0,1047.05,30215.807358
1483501140,1046.74,1046.81,1046.0,1046.13,6813.6910171
1483501200,1046.7,1046.74,1045.8,1045.8,11255.581811
1483501260,1046.33,1046.45,1045.38,1046.45,16853.77689
1483501320,1046.49,1047.82,1046.43,1047.82,30882.479824000002
1483501380,1046.45,1046.45,1045.02,1045.75,27560.65545
1483501440,1045.83,1045.83,1045.83,1045.83,3163.6495654
1483501500,1045.82,1047.0,1045.1,1046.74,20051.049079
1483501560,1046.74,1046.74,1043.44,1046.15,29277.711536000003
1483501620,1046.14,1046.14,1043.29,1045.47,17084.624724
1483501680,1043.93,1046.68,1043.45,1045.93,19508.720593000002
1483501740,1045.91,1046.99,1045.89,1046.75,5763.8196609999995
1483501800,1046.29,1047.0,1046.29,1047.0,1817.2495880999998
1483501860,1046.98,1046.98,1046.27,1046.88,15397.740387
1483501920,1046.59,1047.04,1046.01,1047.04,1281.5573838
1483501980,1046.33,1047.1,1046.33,1047.1,3019.6846121
1483502040,1046.1,1046.59,1045.92,1046.59,1802.6296167
1483502100,1046.53,1046.53,1045.72,1045.72,3653.1429359
1483502160,1046.04,1046.99,1045.92,1046.99,8344.5286519
1483502220,1046.69,1047.2,1046.69,1047.02,11399.152387
1483502280,1046.52,1047.04,1046.29,1046.29,2081.0901395
1483502340,1046.29,1046.74,1046.29,1046.74,2263.0144947
1483502400,1046.41,1046.43,1046.41,1046.43,2466.4445993
1483502460,1046.28,1046.78,1045.26,1046.23,19913.174637
1483502520,1046.3,1046.87,1046.3,1046.87,7551.3445684
1483502580,1046.84,1047.3,1046.75,1047.3,18255.011325
1483502640,1047.05,1047.05,1045.05,1046.48,23819.442948
1483502700,1046.41,1046.41,1046.4,1046.4,2839.8061765
1483502760,1046.41,1046.97,1046.41,1046.95,3265.5488554000003
1483502820,1046.95,1046.99,1046.95,1046.99,9387.5834544
1483502880,1047.04,1047.04,1047.04,1047.04,551.5597312000001
1483502940,1047.05,1047.38,1047.05,1047.36,3220.481586
1483503000,1047.09,1047.1,1047.09,1047.1,644.92049057
1483503060,1047.1,1047.1,1047.09,1047.09,1210.4677897
1483503120,1047.11,1047.47,1047.11,1047.47,1770.9523600000002
1483503180,1047.37,1047.5,1047.37,1047.5,2200.5278282
1483503240,1047.49,1047.5,1047.49,1047.5,1959.5055175999998
1483503300,1047.49,1047.58,1047.49,1047.58,1013.7259495999999
1483503360,1047.59,1048.0,1047.59,1047.98,5701.095062899999
1483503420,1047.98,1047.98,1047.93,1047.94,6921.896561300001
1483503480,1047.95,1047.95,1046.81,1047.02,22873.73549
1483503540,1046.94,1047.81,1046.16,1047.81,14693.025319
1483503600,1047.47,1047.65,1047.47,1047.63,966.84290171
1483503660,1047.6,1047.77,1047.6,1047.64,543.99059751
1483503720,1047.66,1047.75,1047.66,1047.74,3955.1957979000003
1483503780,1047.74,1047.74,1047.73,1047.73,955.65827364
1483503840,1047.74,1047.89,1047.74,1047.89,13572.752338
1483503900,1047.88,1048.0,1047.88,1048.0,5067.8412768
1483503960,1048.0,1048.0,1048.0,1048.0,8318.4998847
1483504020,1048.0,1049.97,1048.0,1049.97,41988.9788
1483504080,1049.96,1049.97,1049.96,1049.97,31513.393866000002
1483504140,1049.97,1050.0,1049.97,1050.0,49997.821006
1483504200,1049.99,1050.0,1049.99,1050.0,31756.599468
1483504260,1050.0,1051.3,1049.96,1051.3,44794.215682999995
1483504320,1051.29,1053.65,1050.93,1052.39,51557.484185
1483504380,1050.97,1054.48,1049.91,1054.48,41584.189113
1483504440,1053.21,1054.97,1053.21,1054.62,42810.394481999996
1483504500,1054.59,1054.69,1053.57,1053.57,29230.047143
1483504560,1054.08,1054.08,1051.59,1051.59,4838.9531515
1483504620,1053.48,1053.64,1046.76,1049.85,17552.159766999997
1483504680,1049.84,1049.85,1049.84,1049.84,14125.817766
1483504740,1049.84,1049.85,1048.25,1048.25,20446.123796
1483504800,1049.08,1050.21,1048.85,1050.21,2557.6445559999997
1483504860,1049.8,1050.22,1048.33,1048.33,31654.292352999997
1483504920,1048.55,1049.0,1046.12,1048.31,22075.700729
1483504980,1048.17,1048.18,1045.98,1047.76,9968.7296095
1483505040,1047.79,1049.19,1047.79,1049.19,2505.1491001
1483505100,1049.41,1050.52,1049.01,1050.52,6161.503981100001
1483505160,1050.41,1051.33,1050.41,1051.33,5828.1263025
1483505220,1051.04,1051.3,1050.92,1051.3,2706.347457
1483505280,1050.08,1050.08,1049.0,1049.64,1808.2901651
1483505340,1049.6,1049.61,1049.55,1049.55,1882.9662206
1483505400,1049.62,1049.62,1049.37,1049.37,1974.7023715999999
1483505460,1049.59,1049.59,1049.36,1049.36,1773.0476915
1483505520,1049.38,1049.56,1049.36,1049.56,1460.1698207999998
1483505580,1049.53,1049.56,1049.53,1049.54,3322.0599215
1483505640,1049.55,1049.55,1049.54,1049.54,8098.5184535
1483505700,1049.54,1049.54,1048.44,1048.44,13666.26584
1483505760,1048.37,1048.37,1048.04,1048.04,1071.6442043
1483505820,1048.38,1049.5,1046.93,1048.99,17288.139028
1483505880,1048.9,1048.91,1048.41,1048.41,2721.6266175
1483505940,1048.02,1048.26,1046.77,1048.23,3409.9010081
1483506000,1048.21,1048.3,1047.25,1048.29,4926.1648485
1483506060,1048.3,1048.3,1047.88,1047.88,6623.4944452
1483506120,1048.29,1048.71,1048.28,1048.71,16735.867675999998
1483506180,1048.78,1051.19,1048.78,1049.01,11107.394755
1483506240,1049.32,1051.97,1049.32,1051.97,1613.223575
1483506300,1050.52,1052.0,1049.55,1052.0,1123.9339549000001
1483506360,1052.0,1052.19,1052.0,1052.19,2892.7052678000005
1483506420,1052.17,1052.17,1052.1,1052.1,6117.989939600001
1483506480,1051.58,1051.58,1051.58,1051.58,4831.675634499999
1483506540,1051.58,1052.17,1051.58,1052.17,741.87536553
1483506600,1052.2,1052.39,1052.2,1052.39,6357.4306689
1483506660,1052.39,1052.39,1052.39,1052.39,3631.0238045
1483506720,1052.39,1052.39,1052.38,1052.39,6036.0640061
1483506780,1052.39,1052.39,1052.39,1052.39,6573.7305825
1483506840,1052.39,1052.4,1052.39,1052.4,4922.2376585
1483506900,1052.4,1052.4,1052.4,1052.4,1993.3513031
1483506960,1052.4,1052.4,1052.39,1052.4,13082.418258
1483507020,1052.4,1054.99,1052.4,1054.99,51742.171232
1483507080,1054.97,1055.0,1054.97,1055.0,31964.983567000003
1483507140,1054.99,1058.0,1054.99,1056.0,96979.21365199999
1483507200,1056.0,1059.9,1056.0,1059.9,75766.01556799999
1483507260,1057.62,1059.34,1056.37,1056.41,48988.904673000005
1483507320,1056.95,1060.0,1056.95,1060.0,95711.215899
1483507380,1060.0,1060.0,1058.67,1060.0,1738.6615324000002
1483507440,1060.0,1064.0,1060.0,1062.27,44865.305949
1483507500,1062.36,1065.0,1062.36,1063.13,4270.820567
1483507560,1063.13,1063.98,1063.08,1063.98,21667.85163
1483507620,1063.32,1063.9,1059.13,1062.14,24545.223278
1483507680,1062.0,1062.0,1061.99,1062.0,3251.1281006
1483507740,1061.99,1061.99,1060.83,1060.83,11195.908019
1483507800,1060.84,1060.84,1060.84,1060.84,7234.3098317
1483507860,1060.82,1061.43,1060.51,1061.43,33548.491716000004
1483507920,1060.12,1061.89,1060.12,1061.49,33557.991446
1483507980,1061.49,1062.0,1061.0,1061.48,35638.392072
1483508040,1061.48,1062.0,1061.46,1061.46,35338.091126
1483508100,1061.4,1061.4,1061.0,1061.36,14425.088828999998
1483508160,1061.29,1061.29,1055.76,1059.67,37273.035572
1483508220,1059.6,1059.6,1055.38,1058.01,13245.558765
1483508280,1057.5,1057.5,1054.65,1057.01,9291.4491164
1483508340,1056.92,1056.92,1056.0,1056.6,15455.916404
1483508400,1056.29,1056.61,1055.34,1055.34,10749.172394
1483508460,1056.3,1056.62,1056.02,1056.22,3035.8292864
1483508520,1056.22,1057.37,1056.21,1057.37,2507.8837428
1483508580,1057.33,1058.5,1057.33,1058.37,1756.2589342
1483508640,1058.37,1058.47,1058.37,1058.45,4412.069819300001
1483508700,1058.46,1058.46,1058.45,1058.46,4028.5768975999995
1483508760,1058.45,1058.45,1057.36,1057.37,8227.124006999999
1483508820,1057.11,1057.11,1056.41,1056.42,4390.3758881
1483508880,1056.45,1057.44,1056.42,1056.93,3507.2896173
1483508940,1057.39,1057.5,1056.9,1056.9,5153.4853875
1483509000,1057.47,1057.5,1057.47,1057.5,1384.2078582000001
1483509060,1057.5,1058.13,1057.32,1058.13,8445.8587523
1483509120,1058.13,1058.5,1058.01,1058.5,19876.28166
1483509180,1058.49,1061.34,1058.49,1061.34,2802.9427554000004
1483509240,1061.34,1062.51,1060.61,1061.57,5352.182302699999
1483509300,1062.41,1062.5,1062.02,1062.02,4209.3149825
1483509360,1062.03,1062.48,1062.03,1062.29,5184.3709259
1483509420,1062.29,1062.51,1062.29,1062.51,13664.604202
1483509480,1062.51,1062.52,1062.5,1062.52,4398.8895656
1483509540,1062.52,1063.39,1062.52,1062.96,18350.117907
1483509600,1062.85,1062.85,1062.52,1062.52,4574.3879052
1483509660,1062.52,1062.52,1061.35,1062.48,7442.8237889
1483509720,1062.19,1062.19,1060.22,1061.21,9178.5944344
1483509780,1060.72,1062.52,1060.18,1060.96,28218.656148000002
1483509840,1061.6,1062.52,1061.6,1061.86,3408.6265098000003
1483509900,1062.32,1062.49,1062.32,1062.49,981.9036791000001
1483509960,1062.32,1062.32,1061.22,1061.22,477.24367874
1483510020,1061.05,1061.05,1059.69,1060.49,4335.911566
1483510080,1060.57,1060.57,1059.97,1059.97,2494.6442957
1483510140,1059.95,1059.95,1059.91,1059.91,871.21405878
1483510200,1059.94,1059.94,1059.94,1059.94,2458.8453354000003
1483510260,1059.95,1060.5,1059.94,1059.94,2446.2274606
1483510320,1059.94,1059.99,1059.34,1059.99,851.48170159
1483510380,1059.82,1060.41,1059.82,1059.97,8171.016309000001
1483510440,1059.31,1059.9,1059.29,1059.29,3157.6121766
1483510500,1059.86,1060.22,1059.82,1060.22,6736.799951800001
1483510560,1060.1,1060.32,1060.1,1060.1,3043.4010884
1483510620,1060.1,1060.1,1059.0,1059.29,4592.0136452
1483510680,1059.0,1059.05,1055.65,1059.05,15277.358616
1483510740,1058.68,1058.75,1055.65,1055.65,14083.880785
1483510800,1058.41,1058.42,1058.19,1058.2,1759.4673460000001
1483510860,1058.32,1058.32,1056.58,1058.28,1167.7840667
1483510920,1058.26,1058.27,1057.44,1057.44,688.27441459
1483510980,1058.26,1058.26,1058.21,1058.21,660.5150017000001
1483511040,1057.83,1058.12,1056.41,1058.05,2369.7023216999996
1483511100,1058.08,1059.73,1058.08,1059.73,5082.6468695
1483511160,1059.32,1059.34,1059.17,1059.22,2553.0003848
1483511220,1059.21,1059.74,1059.21,1059.74,7072.4331458999995
1483511280,1059.64,1059.64,1059.6,1059.6,2637.7102735999997
1483511340,1060.02,1060.28,1060.01,1060.28,20481.438525
1483511400,1060.3,1061.62,1060.3,1061.62,2516.1003971
1483511460,1061.64,1062.52,1061.64,1062.52,16892.321694
1483511520,1062.18,1063.0,1062.03,1063.0,31896.965451
1483511580,1062.31,1063.0,1062.31,1063.0,29530.453329000004
1483511640,1062.6,1062.6,1061.87,1062.46,2197.1139656
1483511700,1062.27,1062.27,1061.73,1061.73,10550.122115
1483511760,1061.72,1061.72,1060.54,1060.54,1886.5065544
1483511820,1060.67,1061.01,1060.32,1061.0,461.43984048
1483511880,1061.01,1061.01,1060.59,1060.59,4358.234624399999
1483511940,1061.0,1061.53,1061.0,1061.04,2637.0843413000002
1483512000,1061.53,1062.5,1061.08,1062.24,10739.484448000001
1483512060,1061.56,1062.02,1061.35,1061.35,16267.205018
1483512120,1061.54,1062.07,1061.54,1062.07,2744.2793804000003
1483512180,1061.77,1062.75,1061.77,1062.75,1758.4620441
1483512240,1061.23,1062.05,1060.0,1061.9,3622.2312159999997
1483512300,1061.9,1062.25,1060.38,1062.25,3744.8575935999997
1483512360,1061.96,1062.31,1061.89,1062.24,5806.354512
1483512420,1062.42,1062.42,1061.77,1061.77,1630.8888785
1483512480,1062.37,1062.37,1062.37,1062.37,1379.0306259000001
1483512540,1062.37,1062.37,1062.37,1062.37,343.3686077
1483512600,1062.36,1062.36,1061.05,1062.22,4843.9842852
1483512660,1062.17,1062.17,1060.87,1062.02,8126.8589597
1483512720,1061.88,1062.0,1061.82,1062.0,3358.3750151999993
1483512780,1062.0,1062.0,1061.62,1061.62,3210.829771
1483512840,1062.0,1062.88,1062.0,1062.13,2665.8518950999996
1483512900,1062.13,1062.13,1062.13,1062.13,2078.0536594
1483512960,1062.13,1062.38,1062.13,1062.38,1243.8879069
1483513020,1062.38,1062.39,1062.38,1062.39,4120.9332758
1483513080,1062.44,1062.44,1062.44,1062.44,11771.593026999999
1483513140,1062.45,1062.53,1062.45,1062.53,1289.3742433
1483513200,1062.53,1062.55,1062.53,1062.55,2309.3731586999997
1483513260,1062.63,1062.63,1062.63,1062.63,3571.1275095
1483513320,1062.64,1062.81,1062.64,1062.81,7956.6165144999995
1483513380,1062.88,1062.88,1062.88,1062.88,438.650576
1483513440,1062.88,1063.0,1062.88,1063.0,7433.9017757
1483513500,1063.0,1063.0,1063.0,1063.0,6638.6794899999995
1483513560,1062.99,1063.44,1062.99,1063.44,27978.001794
1483513620,1063.52,1064.82,1063.52,1064.82,7717.3564116
1483513680,1064.45,1064.45,1064.45,1064.45,297.53506400000003
1483513740,1064.45,1064.99,1064.45,1064.96,1447.9611677
1483513800,1064.6,1064.99,1064.6,1064.97,1472.0088439
1483513860,1064.8,1065.0,1064.8,1065.0,2913.2531887
1483513920,1064.98,1064.99,1064.98,1064.99,4899.6608932
1483513980,1064.99,1064.99,1064.98,1064.98,1753.1151589
1483514040,1064.99,1064.99,1064.99,1064.99,4120.1723520000005
1483514100,1064.99,1064.99,1064.98,1064.98,943.68250919
1483514160,1064.99,1064.99,1064.98,1064.98,1982.8249626
1483514220,1064.98,1064.99,1064.98,1064.99,2491.6823838000005
1483514280,1065.0,1065.0,1065.0,1065.0,2371.59525
1483514340,1064.99,1065.0,1064.99,1065.0,5720.1632829
1483514400,1064.99,1065.0,1064.99,1065.0,561.31284508
1483514460,1065.0,1065.0,1065.0,1065.0,2069.0714565000003
1483514520,1065.0,1065.0,1065.0,1065.0,344.5914
1483514580,1065.0,1065.0,1065.0,1065.0,355.2201
1483514640,1065.0,1065.0,1064.99,1064.99,5614.2639951
1483514700,1064.99,1065.0,1064.99,1065.0,1740.6120022999999
1483514760,1065.0,1065.0,1065.0,1065.0,1693.2009
1483514820,1065.0,1065.0,1064.99,1065.0,3216.4895468000004
1483514880,1065.0,1065.0,1064.99,1065.0,6282.1216558999995
1483514940,1065.0,1065.0,1065.0,1065.0,1606.3806195999998
1483515000,1064.99,1065.0,1064.99,1065.0,15986.469941999998
1483515060,1065.0,1065.0,1064.99,1064.99,6375.7125535
1483515120,1065.0,1065.0,1065.0,1065.0,1789.9673750999998
1483515180,1065.0,1065.0,1065.0,1065.0,2741.7147
1483515240,1065.0,1065.0,1065.0,1065.0,1303.8194873
1483515300,1064.99,1064.99,1063.01,1063.93,28241.117532
1483515360,1063.93,1064.14,1063.55,1064.14,1938.1883292
1483515420,1064.11,1064.11,1063.01,1063.64,4650.5632611
1483515480,1063.63,1063.84,1063.28,1063.84,2155.8885479
1483515540,1063.64,1063.84,1063.64,1063.84,1457.0503628
1483515600,1063.83,1063.85,1063.83,1063.85,882.12979106
1483515660,1063.85,1064.0,1063.85,1064.0,1618.6264475
1483515720,1064.21,1064.77,1064.21,1064.44,1091.2252865
1483515780,1064.61,1065.0,1064.61,1065.0,32748.174602999996
1483515840,1064.99,1064.99,1064.45,1064.45,931.57000813
1483515900,1064.98,1065.0,1064.98,1065.0,1338.1576793
1483515960,1065.0,1065.0,1064.99,1064.99,2538.8089563999997
1483516020,1064.99,1064.99,1064.99,1064.99,3693.2681710999996
1483516080,1064.99,1064.99,1064.99,1064.99,847.7696874
1483516140,1064.99,1064.99,1064.99,1064.99,4630.0432689
1483516200,1064.99,1064.99,1064.96,1064.98,3466.6232669
1483516260,1064.97,1064.99,1064.96,1064.99,5988.3944352
1483516320,1064.99,1065.0,1064.98,1065.0,1650.7437189000002
1483516380,1065.0,1065.0,1065.0,1065.0,1622.9171835000002
1483516440,1065.0,1065.0,1064.96,1064.96,1919.9172636
1483516500,1064.97,1064.98,1064.97,1064.98,2425.8274785
1483516560,1064.96,1064.97,1064.45,1064.45,9954.1841278
1483516620,1064.31,1064.31,1063.66,1063.66,1263.9060238
1483516680,1063.66,1063.66,1061.74,1061.74,22487.97136
1483516740,1063.12,1063.12,1062.87,1062.92,2843.2658770999997
1483516800,1062.87,1062.87,1061.1,1062.77,3473.4772687
1483516860,1062.76,1062.76,1060.42,1060.42,8043.9533845
1483516920,1062.2,1062.2,1058.57,1061.58,14828.348256000001
1483516980,1061.27,1061.27,1060.68,1060.74,979.77565236
1483517040,1060.89,1060.89,1060.89,1060.89,4147.9632021
1483517100,1060.89,1061.62,1060.89,1061.61,5260.056707
1483517160,1061.75,1061.75,1061.75,1061.75,7935.753084999999
1483517220,1061.59,1061.59,1061.59,1061.59,135.6075066
1483517280,1061.53,1061.53,1061.53,1061.53,1418.8834592
1483517340,1061.51,1061.51,1059.97,1059.97,1801.1255965999999
1483517400,1061.22,1061.29,1059.15,1060.85,5367.2623967
1483517460,1060.09,1060.7,1058.99,1058.99,975.3535413999999
1483517520,1060.21,1060.21,1058.2,1059.43,8120.178250399999
1483517580,1059.35,1061.12,1057.85,1061.0,4136.0041331
1483517640,1060.95,1060.95,1059.8,1060.75,6304.6868331999995
1483517700,1060.89,1060.89,1058.55,1058.55,7345.4538744
1483517760,1059.02,1060.92,1059.02,1060.92,79.500165
1483517820,1060.49,1060.95,1059.94,1060.3,1647.4111587000002
1483517880,1059.91,1060.13,1059.01,1060.13,6129.6871029
1483517940,1059.88,1059.88,1059.68,1059.69,468.56453018
1483518000,1059.68,1060.07,1059.68,1059.68,1066.88141
1483518060,1059.68,1060.75,1059.68,1060.75,459.996608
1483518120,1060.94,1061.47,1060.94,1061.46,562.20286022
1483518180,1061.46,1061.46,1061.46,1061.46,616.88317799
1483518240,1061.46,1062.0,1061.46,1062.0,5815.8048554
1483518300,1062.06,1062.06,1062.06,1062.06,1338.0150498
1483518360,1062.07,1062.26,1062.07,1062.26,149.38148059999997
1483518420,1062.26,1063.35,1062.26,1063.35,1306.6281059
1483518480,1063.39,1064.0,1063.39,1063.99,1403.1174804000002
1483518540,1063.99,1063.99,1063.99,1063.99,706.0744039
1483518600,1063.98,1063.98,1063.98,1063.98,1018.6438122000002
1483518660,1063.99,1064.3,1063.99,1064.3,34921.648771
1483518720,1064.32,1064.4,1064.07,1064.07,2163.1869895
1483518780,1064.61,1065.0,1064.61,1065.0,289.04555193
1483518840,1064.86,1064.86,1064.05,1064.05,2953.7235808
1483518900,1064.95,1065.0,1064.95,1065.0,149.7336
1483518960,1064.7,1064.7,1062.92,1062.92,21640.748099
1483519020,1063.59,1063.59,1062.0,1062.0,4210.3290074
1483519080,1063.54,1063.54,1062.1,1062.1,253.38971459999996
1483519140,1063.01,1063.01,1062.02,1062.02,1163.4425142999999
1483519200,1063.1,1063.1,1062.0,1062.0,3073.640801
1483519260,1062.04,1063.28,1062.04,1063.28,573.91819786
1483519320,1063.07,1063.07,1061.76,1062.05,6843.970199099999
1483519380,1061.66,1061.67,1061.0,1061.67,734.29737009
1483519440,1061.67,1062.74,1061.67,1062.74,862.3279144999999
1483519500,1062.76,1063.07,1062.76,1063.07,1013.7652724999999
1483519560,1063.06,1063.07,1062.65,1063.07,3371.6812182999997
1483519620,1063.13,1063.15,1063.13,1063.15,836.2361525
1483519680,1063.15,1063.15,1062.8,1062.8,114.21358721
1483519740,1063.16,1063.69,1063.16,1063.38,562.69108527
1483519800,1063.64,1064.38,1062.86,1062.86,949.60976183
1483519860,1063.42,1063.59,1062.65,1062.65,5685.4071701
1483519920,1062.84,1062.84,1062.84,1062.84,2087.8110108
1483519980,1062.83,1062.83,1061.8,1062.61,392.968594
1483520040,1062.31,1062.31,1061.45,1061.45,675.40027681
1483520100,1061.45,1061.56,1061.45,1061.56,160.79967580000002
1483520160,1061.32,1061.32,1061.0,1061.0,157.9076004
1483520220,1061.2,1061.2,1061.0,1061.0,1251.1450259
1483520280,1061.01,1061.03,1061.01,1061.03,885.9330492999999
1483520340,1061.03,1061.03,1060.0,1060.01,9286.5112967
1483520400,1060.0,1060.15,1059.0,1059.0,9075.395947799998
1483520460,1059.0,1059.01,1059.0,1059.01,2691.1419546
1483520520,1059.0,1059.34,1058.09,1059.34,2988.3751070999997
1483520580,1058.86,1058.86,1058.86,1058.86,1450.7452296
1483520640,1058.86,1058.86,1058.85,1058.85,1519.5547443
1483520700,1058.86,1058.86,1058.86,1058.86,1288.0184812
1483520760,1058.86,1058.9,1058.86,1058.9,635.2803034
1483520820,1058.9,1060.13,1058.9,1060.13,8492.9573738
1483520880,1060.45,1060.45,1060.0,1060.0,1097.8107125
1483520940,1059.62,1063.0,1059.62,1063.0,14874.440840000001
1483521000,1059.62,1063.0,1059.62,1063.0,14874.440840000001
1483521060,1062.14,1062.21,1062.14,1062.21,345.2501775
1483521120,1062.21,1062.21,1062.21,1062.21,146.61684630000002
1483521180,1062.22,1064.1,1062.22,1064.1,9423.9004177
1483521240,1063.39,1063.65,1063.37,1063.37,15642.39515
1483521300,1063.41,1064.9,1063.1,1063.1,12159.702174
1483521360,1063.31,1063.47,1063.16,1063.16,3262.1344071999997
1483521420,1064.59,1064.6,1064.59,1064.6,256.5676
1483521480,1064.58,1064.58,1064.56,1064.56,117.03859640000002
1483521540,1064.58,1064.84,1064.58,1064.84,5829.7638279
1483521600,1064.91,1064.98,1064.15,1064.98,924.28325877
1483521660,1064.14,1064.78,1064.14,1064.78,134.06739340000001
1483521720,1064.92,1064.97,1064.92,1064.97,2506.8573729000004
1483521780,1064.9,1065.0,1064.89,1065.0,1528.6423327
1483521840,1064.61,1064.88,1064.61,1064.88,1176.7888494000001
1483521900,1064.88,1064.88,1064.73,1064.87,1699.080102
1483521960,1064.87,1065.0,1064.87,1065.0,1718.2991259
1483522020,1065.0,1065.0,1065.0,1065.0,415.96291815
1483522080,1065.0,1065.29,1065.0,1065.29,429.327254
1483522140,1065.29,1065.4,1065.09,1065.21,3414.9329513999996
1483522200,1065.24,1065.25,1065.24,1065.25,22476.058682
1483522260,1065.25,1065.4,1065.24,1065.4,20527.895827
1483522320,1065.4,1065.4,1065.4,1065.4,3431.9885748
1483522380,1065.4,1065.51,1065.4,1065.5,1204.7471232999999
1483522440,1065.51,1065.51,1065.51,1065.51,1662.4030868
1483522500,1065.5,1065.51,1065.5,1065.51,7254.8461977
1483522560,1065.51,1067.31,1065.51,1065.57,8504.8873612
1483522620,1066.9,1066.91,1066.69,1066.91,2245.9240603
1483522680,1066.92,1067.36,1066.92,1067.36,5003.4086603999995
1483522740,1067.41,1067.54,1067.34,1067.35,2879.8599067
1483522800,1067.35,1067.44,1067.35,1067.38,1340.6820147
1483522860,1067.34,1067.35,1067.34,1067.35,704.3821865
1483522920,1067.36,1068.3,1067.36,1068.3,1151.7612702
1483522980,1067.35,1067.55,1067.35,1067.37,935.09548227
